Brand,Product Name,SKU,Product Price,Product Description
TapeTech,"TapeTech 21 Gauge Work Gloves, XLarge",PWG21-XL,6.99,"TapeTech 21 Gauge Work Gloves, XLarge TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence. Features: Nitrile Coated Abrasion and Cut Resistant Non-Slip Grip 21 Gauge Work Gloves Size: XLarge (11)"
TapeTech,"TapeTech 21 Gauge Work Gloves, XXLarge",PWG21-XXL,6.49,"TapeTech 21 Gauge Work Gloves, XXLarge TapeTech 21 Gauge Work Gloves offer a perfect blend of durability and comfort for precise tasks. Featuring a nitrile-coated design, these gloves provide excellent abrasion and cut resistance while delivering a reliable, non-slip grip for secure handling in any condition. The lightweight 21-gauge construction enhances flexibility and tactile sensitivity, making them ideal for professionals in drywall, EIFS, and decorative finishing. Designed to maximize safety and efficiency, TapeTech 21 Gauge Work Gloves are a must-have for tackling intricate or demanding projects with confidence. Features: Nitrile Coated Abrasion and Cut Resistant Non-Slip Grip 21 Gauge Work Gloves Size: XXLarge (12)"
TapeTech,TapeTech 21/32 X 27/32 X .068 Washer 809719,809719,4.46,
TapeTech,TapeTech 21V 2.3Ah 2-Port Charger,ECHARGE20X2,66.99,TapeTech ECHARGE20X2 21V/2.3Ah 2-port battery charger simultaneously charges two (2)TapeTech EBAT1820 2.0Ah batteries. DO NOT use this charger with other brands of batteries and battery adapters.
TapeTech,TapeTech 21V 2.3Ah Charger,ECHARGE20,23.0,TapeTech ECHARGE20 21V/2.3Ah battery charger charges TapeTech EBAT1820 2.0Ah batteries. DO NOT use this charger with other brands of batteries and battery adapters.
TapeTech,TapeTech 21V 8.0Ah Charger,ECHARGE50,69.99,TapeTech ECHARGE50 21V/8.0Ah battery charger charges TapeTech EBAT1850 5.0Ah batteries. DO NOT use this charger with other brands of batteries and battery adapters.
TapeTech,"TapeTech 22"" Hard Case",TTCASE22H,129.99,"TapeTech 22"" Hard Case TTCASE22H 22"" hard case used to carry tools and accessories. Case is waterproof and lockable. Perfect size for securing and transporting your drywall and Venetian plaster trowels and other small tools."
TapeTech,"TapeTech 22"" Utility Gear Bag",TTGMCASE22,34.99,"22"" gate mouth gear bag to carry tools and accessories for drywall finishing. Multiple pockets inside and outside for storage. Large gate mouth opening with zippers to close."
TapeTech,"TapeTech 22"" Wavy Edge Insulation Hand Saw",WoolCut-HS22,29.99,"TapeTech 22"" Wavy Edge Insulation Hand Saw The WoolCut-HS22 is a great tool for cutting multiple materials with very little waste and debris. The wider blade provides blade provides more stability in the cut compared to a standard insulation knife. The WoolCut-HS22 can be used with the TapeTech WoolCut-300 for even more accuracy and angled cuts. Features: Wavy edge blade for smooth accurate cuts Ergonomic two-component, soft-grip handle allows for the proper grip and comfort for all day use Pointed tip assists in plunge cuts Includes: Heavy-duty cloth scabbard"
TapeTech,"TapeTech 24"" Compound Tube CT24TT",CT24TT,189.0,"TapeTech 24"" Compound Tube CT24TT Supplies joint compound to corner flushers for finishing inside corners. TapeTech Compound Tube also attaches to applicator heads for applying corner bead to internal and external corners. The Compound Tube features quick release clamps, allowing disassembly for easy cleaning. 24"" compound tube is very maneuverable and is an excellent choice for working in smaller areas. Gold anodized main tube and stainless steel cone offer maximum durability. Stainless Steel Nose Cone Smooth Operation With Optimized Plunger Design Quick Release Clamps For Easy Cleaning Gold Anodized Aluminum Main Tube"
TapeTech,"TapeTech 24"" Compound Tube CT24TT - Reconditioned",CT24TT-R,205.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 24"" Compound Tube supplies joint compound to corner flushers for finishing inside corners. TapeTech Compound Tube also attaches to applicator heads for applying corner bead to internal and external corners. The Compound Tube features quick release clamps, allowing disassembly for easy cleaning. 24"" compound tube is very maneuverable and is an excellent choice for working in smaller areas. Gold anodized main tube and stainless steel cone offer maximum durability. Stainless Steel Nose Cone Smooth Operation With Optimized Plunger Design Quick Release Clamps For Easy Cleaning Gold Anodized Aluminum Main Tube"
TapeTech,"Tapetech 24"" Drywall Compound Tube - CT24TT",CT24TT,189,"Our 24"" Tape Tech Compound Tube has the ability to apply mud in hard to get areas. Use this with a tapetech compound flusher or other applicator."
TapeTech,"TapeTech 24"" Main Tube 130024",130024,131.99,
TapeTech,"TapeTech 24"" Premium Finishing Knife",PFK24TT,79,"The 24"" Tape Tech Premium Smoothing Knife is one of the best options on the market. Learn more about this great TapeTech product from Al's Taping Tools."
TapeTech,"TapeTech 24"" Premium Finishing Knife (TAPE-PFK24TT)",PFK24TT,59.99,"TapeTech 24"" Premium Finishing Knife (TAPE-PFK24TT)"
TapeTech,"TapeTech 24"" Premium Finishing Knife PFK24TT",PFK24TT,59.99,"TapeTech 24"" Premium Finishing Knife Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily Replaceable 49% Less Than Other Brands"
TapeTech,"TapeTech 24"" Push Rod 130124",130124,78.19,
TapeTech,"TapeTech 24"" Replacement Blade PFB24 2pk",PFB24,55.99,"TapeTech 24"" Replacement Blade PFB24 2pk Get more out of every TapeTech Premium Finishing Knife by swapping your old blade with a new one and keep an extra spare on-hand. Fits the TapeTech 24"" Premium Finishing Knife PFK24TT (sold separately). Features: Stainless Steel Blade Easily Replaceable"
TapeTech,TapeTech 25' Whip Hose for CF System,240793,165,"TapeTech 25' Whip Hose for CF System The 25' Whip Hose connects the primary Continuous Flow hose to the Continuous Flow Taper, Finishing Box Handles and Corner Finishing Handles. The lightweight whip hose reduces weight at the tool handle without compromi"
TapeTech,"TapeTech 26"" Radius Trowel - Curved",RTC26TT,49.99,"TapeTech 26"" Radius Trowel - Curved RTC26TT TapeTech offers NEW Curved Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech's Radius Trowels are long-lasting and designed to look good, whether you're finishing edges or smoothing corners."
TapeTech,"TapeTech 26"" Radius Trowel - Straight",RTS26TT,49.99,"TapeTech 26"" Radius Trowel - Straight RTS26TT TapeTech offers NEW Straight Radius Trowels that are sure to please with their sleek design and traditional look. These trowels feature thick, solid wood handles vs competitor’s thin plywood handles. The full 3mm Lexan body with the beveled leading edge also screams old school design. Competitive models offer a square edge which leads to digging. These trowels combine function and design in a way that is ideal for comfortable, all-day use. TapeTech's Radius Trowels are long-lasting and designed to look good, whether you're finishing edges or smoothing corners."
TapeTech,TapeTech 3 inch Easyclean Nail Spotter,NS03TT,289,The TapeTech 3 inch Easy Clean Nail Spotter is used to fill the depressions left from the nails or screw heads during installation of the drywall.
TapeTech,TapeTech 3 Piece 135° Outside Corner Edger Set - EEXSET3135,EEXSET3135,27.0,"Contains one each of the outside corner trowel sizes - 1.25"", 2"", and 2.75"". TapeTech Outside Corner Edgers for 135° Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation."
TapeTech,"TapeTech 3"" (75mm) Rounded Corner Plaster Spatula",VSPAT03,10.99,"TapeTech 3"" (75mm) Rounded Corner Plaster Spatula VSPAT03 TapeTech Rounded Corner Plaster Spatulas are ideal for mixing materials and tints, placing the material on walls, and executing various designs. Crafted from stainless steel, this versatile spatula features rounded corners to prevent gouging material. Excellent for plaster, drywall, wallpaper, putty, spackling, stucco, patching, paint, and any other need you can think of."
TapeTech,"TapeTech 3"" Angle Head 45TT - Reconditioned",45TT-R,407.0,"TapeTech Factory Reconditioned Tools go through a reconditioning and inspection process. These tools have been returned to the manufacturer and restored to like-new operating condition. They offer a significant savings vs. new. Supply is limited to items on hand and are non-returnable but are covered under the TapeTech Reconditioned 1 Year Warranty. TapeTech 3"" Angle Head used to perfectly feather both sides of internal drywall tape corners in one pass. The corner finisher, also known as corner finisher, angle finisher, or glazer, is attached to a corner applicator, angle box, MudRunnerÂ® or angle head handle to quickly and professionally finish internal drywall corners. An angle head can be used for any 90Âº inside drywall corner, at either wall or ceiling junctions, and embeds inside angle tape on walls and ceilings by smoothly feathering excess mud in internal corners. TapeTech Corner Finishers are spring loaded to help compensate for slight corner imperfections. The TapeTech 3"" corner finisher angle head is ideal for tape coats and for finishing drywall projects with narrow door legs or window trim areas. Stainless steel frames provide many years of reliable service and positive ball retainer keeps angle head securely attached to angl(more...)"
