Identity Key,Canonical Brand,Canonical Identifier,Conflict Pattern,Probable Cause,Outlier Retailer,Agreed Price,Outlier Price,All-Wall Price,Al's Taping Tools Price,Wall Tools Price,Absolute Spread,Spread % vs Lowest,Possible Pack Factor,All-Wall Evidence Quality,Al's Taping Tools Evidence Quality,Wall Tools Evidence Quality,All-Wall Product,Al's Taping Tools Product,Wall Tools Product
tapetech::209048,TapeTech,209048,all_three_prices_distinct,requires_source_price_review,,,,0.99,1.05,1.19,0.20,20.20,,single_observation,single_observation,single_observation,TapeTech 4-40 X 1/8 Slot Screw 209048,209048 - 4-40 X 1/8 Bind Hd Screw,"TapeTech 4-40 X 1/8"" Bind Head Screw SST (TAPE-209048)"
tapetech::219080,TapeTech,219080,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech Fillister Head Screw 219080,,TapeTech 6-32 X 5/8 Fillister Head Screw SST (TAPE-219080)
tapetech::359005,TapeTech,359005,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 6-32 X 1/4 Bind Slot Hd Screw 359005,,TapeTech 6-32 X 1/4 Bind Head Screw SST (TAPE-359005)
tapetech::409010,TapeTech,409010,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,"TapeTech 3"" Retainer Spring 409010",,TapeTech Retainer Spring (TAPE-409010)
tapetech::489029,TapeTech,489029,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 6-32 X 5/8 Socket Head Screw 489029,,TapeTech 6-32X5/8 SKT HEAD SCREW (TAPE-489029)
tapetech::509010,TapeTech,509010,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 4-40 X 5/16 Flat Head Screw 509010,,TapeTech 4-40 X 5/16 FLAT HEAD SCREW SST (TAPE-509010)
tapetech::609011,TapeTech,609011,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 6-32 X 1/8 Round Head Screw 609011,,TapeTech ROUND HEAD SCREW (TAPE-609011)
tapetech::609021,TapeTech,609021,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 10-32 X 5/8 Round Head Screw 609021,,TapeTech 10-32X5/8 RHMS (TAPE-609021)
tapetech::659021,TapeTech,659021,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 10-32 X 3/4 Round Head Screw 659021,,TapeTech 10-32X3/4 ROUND HEAD SCREW - REPAIR ONLY (TAPE-659021)
tapetech::709012,TapeTech,709012,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech Washer 709012,,TapeTech WASHER SPECIAL (TAPE-709012)
tapetech::709017,TapeTech,709017,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 10-32 X 3/8 Fillister Head Screw 709017,,TapeTech 10-32X3/8' SCREW (TAPE-709017)
tapetech::709055,TapeTech,709055,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 10-24 X 7/8 Screw 709055,,TapeTech 10-24X7/8 ROUND HEAD SCREW (TAPE-709055)
tapetech::889015,TapeTech,889015,all_three_prices_distinct,requires_source_price_review,,,,1.17,1.10,1.30,0.20,18.18,,single_observation,single_observation,single_observation,TapeTech 6-32 X 3/8 Cap Screw 889015,6-32 X 3/8 Cap Screw - 889015,TapeTech 6-32 X 3/8 Cap Screw (TAPE-889015)
tapetech::889030,TapeTech,889030,two_source_disagreement,requires_source_price_review,,,,0.99,,1.19,0.20,20.20,,single_observation,,single_observation,TapeTech 4-40 X 3/16 Fillister Head Screw 889030,,TapeTech 4-40 X 3/16 FILLISTER HEAD SCREW (TAPE-889030)
columbia::25sf,Columbia Tools,2.5SF,two_source_disagreement,small_price_drift_or_rounding,,,,116.99,116.80,,0.19,0.16,,single_observation,single_observation,,"Columbia 2.5"" Standard Corner Flusher","Columbia Taping Tools 2.5"" Standard Drywall Corner Flusher with Wheels",
tapetech::139010,TapeTech,139010,two_source_disagreement,requires_source_price_review,,,,1.29,1.10,,0.19,17.27,,single_observation,single_observation,,"TapeTech Screw, 4-40 x 1-1/4 SHCS 139010","139010 - Screw, 4-40 x 1-1/4 SHCS Mud Tube",
tapetech::202020,TapeTech,202020,all_three_prices_distinct,possible_sale_or_stale_price,,,,7.59,7.78,7.74,0.19,2.50,,single_observation,single_observation,single_observation,TapeTech Spring Anchor 202020,202020 - Spring Anchor,TapeTech Spring Anchor (TAPE-202020)
tapetech::209030,TapeTech,209030,two_source_disagreement,possible_sale_or_stale_price,,,,2.13,,2.32,0.19,8.92,,single_observation,,single_observation,TapeTech 10-24 Wing Nut 209030,,TapeTech 10-24 Wing Nut (TAPE-209030)
tapetech::050031,TapeTech,050031,two_source_disagreement,possible_sale_or_stale_price,,,,8.29,,8.47,0.18,2.17,,single_observation,,single_observation,TapeTech Gooser Bushing 050031,,TapeTech GOOSER BUSHING - REPAIR ONLY (TAPE-050031)
tapetech::210059,TapeTech,210059,two_source_disagreement,possible_sale_or_stale_price,,,,9.79,,9.97,0.18,1.84,,single_observation,,single_observation,TapeTech Shoulder Screw 210059,,TapeTech SHOULDER SCREW (TAPE-210059)
tapetech::210060,TapeTech,210060,two_source_disagreement,possible_sale_or_stale_price,,,,11.79,,11.97,0.18,1.53,,single_observation,,single_observation,TapeTech Pivot Bearing 210060,,TapeTech PIVOT BEARING (TAPE-210060)
tapetech::650040,TapeTech,650040,two_source_disagreement,possible_sale_or_stale_price,,,,9.79,,9.97,0.18,1.84,,single_observation,,single_observation,TapeTech Special Washer 650040,,TapeTech WASHER SPECIAL (TAPE-650040)
tapetech::800021f,TapeTech,800021F,two_source_disagreement,possible_sale_or_stale_price,,,,10.69,,10.87,0.18,1.68,,single_observation,,single_observation,TapeTech Pin 800021F,,TapeTech PIN (TAPE-800021F)
columbia::tsb24,Columbia Tools,TSB-24,all_three_prices_distinct,small_price_drift_or_rounding,,,,103.99,103.82,103.83,0.17,0.16,,single_observation,single_observation,single_observation,"Columbia 24"" Tomahawk Smoothing Blade","Columbia 24"" Tomahawk Smoothing Blade",Columbia 24 in. Tomahawk Smoothing Blade
tapetech::059085,TapeTech,059085,two_source_disagreement,requires_source_price_review,,,,0.99,,1.15,0.16,16.16,,single_observation,,single_observation,TapeTech 8-32 X 1/4 Fillister Head Slot Screw 059085,,TapeTech 8-32 X 1/4 Fillister Head Screw SST (TAPE-059085)
tapetech::179009,TapeTech,179009,two_source_disagreement,possible_sale_or_stale_price,,,,2.29,,2.45,0.16,6.99,,single_observation,,single_observation,"TapeTech Nyliner, 5L10-FK 179009",,"TapeTech Nyliner, 5L10-FK (TAPE-179009)"
tapetech::202028,TapeTech,202028,two_source_disagreement,possible_sale_or_stale_price,,,,6.29,,6.45,0.16,2.54,,single_observation,,single_observation,TapeTech Threaded Washer 202028,,TapeTech Threaded Washer (TAPE-202028)
tapetech::202036,TapeTech,202036,two_source_disagreement,possible_sale_or_stale_price,,,,7.19,,7.35,0.16,2.23,,single_observation,,single_observation,TapeTech Shoulder Screw 202036,,TapeTech SHOULDER SCREW
tapetech::209039,TapeTech,209039,two_source_disagreement,possible_sale_or_stale_price,,,,2.61,,2.77,0.16,6.13,,single_observation,,single_observation,"TapeTech Skid Cover, Left 209039",,TapeTech Skid Cover - Left Side
tapetech::209049,TapeTech,209049,two_source_disagreement,requires_source_price_review,,,,0.99,,1.15,0.16,16.16,,single_observation,,single_observation,TapeTech 6-32 X 5/16 Screw 209049,,TapeTech 6-32 X 5/16 Bind Head Screw (TAPE-209049)
tapetech::212089,TapeTech,212089,two_source_disagreement,possible_sale_or_stale_price,,,,6.29,,6.45,0.16,2.54,,single_observation,,single_observation,TapeTech Flat Box Spacer 212089,,TapeTech SPACER (TAPE-212089)
tapetech::480027,TapeTech,480027,two_source_disagreement,possible_sale_or_stale_price,,,,7.19,,7.35,0.16,2.23,,single_observation,,single_observation,TapeTech Wheel Bushing 480027,,TapeTech Wheel Bushing (TAPE-480027)
tapetech::609049,TapeTech,609049,two_source_disagreement,requires_source_price_review,,,,0.99,,1.15,0.16,16.16,,single_observation,,single_observation,TapeTech Serrated Hex Flange Nut 609049,,TapeTech SERRATED HEX FLANGE NUT  REPLACES 609043 (TAPE-609049)
tapetech::609050,TapeTech,609050,two_source_disagreement,possible_sale_or_stale_price,,,,5.49,5.65,,0.16,2.91,,single_observation,single_observation,,TapeTech 6-32 X 3/32 Screw Slot Round 609050,6-32 X 3/32 Screw Slotted Rd - 609050,
tapetech::709024,TapeTech,709024,all_three_prices_distinct,requires_source_price_review,,,,0.99,1.10,1.15,0.16,16.16,,single_observation,single_observation,single_observation,TapeTech 5/16 Med Lockwasher 709024,709024 - 5/16 Medium Lockwaher,TapeTech 5/16 LOCKWASHER (TAPE-709024)
tapetech::720045,TapeTech,720045,two_source_disagreement,possible_sale_or_stale_price,,,,11.89,,12.05,0.16,1.35,,single_observation,,single_observation,TapeTech Piston 720045,,TapeTech Pump Piston (TAPE-720045)
tapetech::200009,TapeTech,200009,two_source_disagreement,possible_sale_or_stale_price,,,,11.09,,11.24,0.15,1.35,,single_observation,,single_observation,"TapeTech 7"" Flat Box Shim 200009",,TapeTech SHIM (TAPE-200009)
tapetech::339073,TapeTech,339073,two_source_disagreement,requires_source_price_review,,,,1.17,,1.32,0.15,12.82,,single_observation,,single_observation,TapeTech 10-24 x 1-1/4 Fillister Slot Head Screw 339073,,TapeTech 10-24 x 1-1/4 SL Fillister Head Screw (TAPE-339073)
tapetech::409013,TapeTech,409013,two_source_disagreement,requires_source_price_review,,,,1.17,,1.32,0.15,12.82,,single_observation,,single_observation,TapeTech 4-40 X 1/8 Socket Set Screw Cup Point 409013,,TapeTech 4-40X1/8 Set Screw
tapetech::700049,TapeTech,700049,two_source_disagreement,possible_sale_or_stale_price,,,,2.25,,2.40,0.15,6.67,,single_observation,,single_observation,TapeTech Loading Pump Gasket 700049,,TapeTech Gasket (TAPE-700049)
tapetech::809012,TapeTech,809012,two_source_disagreement,requires_source_price_review,,,,1.17,,1.32,0.15,12.82,,single_observation,,single_observation,TapeTech 8-32x3/8 Cap Screw 809012,,TapeTech 8-32X3/8 HEX SOCKET CAP SCREW
tapetech::809017,TapeTech,809017,two_source_disagreement,requires_source_price_review,,,,1.17,,1.32,0.15,12.82,,single_observation,,single_observation,TapeTech #8 Med Spring Lockwasher 809017,,TapeTech #8 LOCKWASHER (TAPE-809017)
tapetech::880008,TapeTech,880008,two_source_disagreement,requires_source_price_review,,,,1.53,1.38,,0.15,10.87,,single_observation,single_observation,,TapeTech Spacer Bushing 880008,880008 - Spacer Bushing,
tapetech::129061,TapeTech,129061,two_source_disagreement,requires_source_price_review,,,,1.29,,1.15,0.14,12.17,,single_observation,,single_observation,TapeTech E-Clip #25 129061,,TapeTech E-CLIP #25 (TAPE-129061)
tapetech::059012,TapeTech,059012,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 6-32 X 3/8 Fillister Head Screw 059012,,"TapeTech 6-32 x 3/8"" Fillister Screw SST (TAPE-059012)"
tapetech::059015,TapeTech,059015,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 6-32 X 1/4 Fillister Slot Head Screw 059015,,TapeTech 6-32 X 1/4 FILLISTER HEAD SCREW SST (TAPE-059015)
tapetech::059016,TapeTech,059016,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech #6 Med Split Spring Lockwasher 059016,,TapeTech #6 LOCKWASHER MEDIUM SPRING SST (TAPE-059016)
tapetech::059020,TapeTech,059020,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 6-32 X 3/8 Bind Head Slot Screw 059020,,TapeTech 6-32 X 3/8 BIND HEAD SCREW SST (TAPE-059020)
tapetech::059037,TapeTech,059037,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 4-40 X 1/4 Bind Head Slot Screw 059037,,TapeTech 4-40 X 1/4 BIND HEAD SCREW SST (TAPE-059037)
tapetech::059049,TapeTech,059049,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech Gooser Needle 059049,,TapeTech Gooser Needle (TAPE-059049)
tapetech::059057,TapeTech,059057,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 4-40 X 3/16 Bind Slot Head Screw 059057,,TapeTech 4-40 X 3/16 BIND HEAD SCREW SST (TAPE-059057)
tapetech::059084,TapeTech,059084,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 8-32 X 1/4 1/2 Dog Setscrew 059084,,TapeTech 8-32 X 1/4 SETSCREW 1/2 DOG SST
tapetech::059143,TapeTech,059143,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 1/16 x 1/2 Cotter Pin 059143,,"TapeTech 1/16X1/2"" COTTER PIN SST (TAPE-059143)"
tapetech::059156,TapeTech,059156,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 4-40 X 5/16 Bind Hd Slot Screw 059156,,TapeTech 4-40 X 5/16 BIND HEAD SCREW SST (TAPE-059156)
tapetech::059260,TapeTech,059260,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 8-32 Hex Nut 59260,,TapeTech 8-32 Hex Nut SST (TAPE-059260)
tapetech::209017,TapeTech,209017,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 10-24 Nylock Nut 209017,,TapeTech 10-24 LockNut
tapetech::209042,TapeTech,209042,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech #10 Brass Washer 209042,,TapeTech #10 Brass Washer
tapetech::219064,TapeTech,219064,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech Spring Washer 219064,,TapeTech Spring Washer (TAPE-219064)
tapetech::489013,TapeTech,489013,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 6-32 X 1/8 Socket Head Set Screw 489013,,TapeTech 6-32 x 1/8 in. SC Head Screw (TAPE-489013)
tapetech::489028,TapeTech,489028,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech O-Ring -108 489028,,TapeTech O-RING (TAPE-489028)
tapetech::600022,TapeTech,600022,two_source_disagreement,possible_sale_or_stale_price,,,,9.29,,9.42,0.13,1.40,,single_observation,,single_observation,TapeTech Connector 600022,,TapeTech CONNECTOR (TAPE-600022)
tapetech::609008,TapeTech,609008,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 4-40 X 1/2 Flat Head Slot Screw Slot 609008,,TapeTech 4-40X1/2 FILLISTER HEAD MS (TAPE-609008)
tapetech::609012,TapeTech,609012,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 4-40 Elastic Stopnut 609012,,TapeTech 4-40 STOPNUT ELASTIC SST (TAPE-609012)
tapetech::609048,TapeTech,609048,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 4-40 X 3/8 Flat Head Slot Screw 609048,,TapeTech 4-40 X 3/8 FLAT HEAD SCREW SST (TAPE-609048)
tapetech::650022,TapeTech,650022,two_source_disagreement,possible_sale_or_stale_price,,,,9.29,,9.42,0.13,1.40,,single_observation,,single_observation,TapeTech Connector 650022,,TapeTech CONNECTOR (TAPE-650022)
tapetech::700033f,TapeTech,700033F,two_source_disagreement,possible_sale_or_stale_price,,,,6.49,,6.62,0.13,2.00,,single_observation,,single_observation,TapeTech Coarse Mesh Screen 700033F,,TapeTech  Coarse Mesh Pump Screen
tapetech::709034,TapeTech,709034,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech Filler O-Ring 709034,,TapeTech FILLER O'RING (TAPE-709034)
tapetech::729063,TapeTech,729063,two_source_disagreement,requires_source_price_review,,,,1.17,,1.30,0.13,11.11,,single_observation,,single_observation,TapeTech 8-32 X 3/16 Bind Head Screw 729063,,TapeTech 8-32X3/16 BIND HEAD SCREW (TAPE-729063)
tapetech::059224,TapeTech,059224,two_source_disagreement,requires_source_price_review,,,,1.17,1.05,,0.12,11.43,,single_observation,single_observation,,TapeTech Washer 1/4 SAE St 59224,059224 - 1/4 Standard Sst Washer,
columbia::c1h,Columbia Tools,C1H,all_three_prices_distinct,small_price_drift_or_rounding,,,,64.99,64.89,64.88,0.11,0.17,,single_observation,single_observation,single_observation,Columbia ONE Handle,Columbia ONE Handle,Columbia 4 ft. Columbia One Handle
tapetech::209012,TapeTech,209012,two_source_disagreement,possible_sale_or_stale_price,,,,1.19,,1.30,0.11,9.24,,single_observation,,single_observation,TapeTech 4-40 X 1/4 Head Screw 209012,,"TapeTech Scres, 4-40 X 1/4 Filister Head SST (TAPE-209012)"
tapetech::209058,TapeTech,209058,two_source_disagreement,possible_sale_or_stale_price,,,,9.09,,9.20,0.11,1.21,,single_observation,,single_observation,TapeTech 6-32 Brass Nut 209058,,TapeTech #6-32 BRASS NUT (TAPE-209058)
tapetech::210058f,TapeTech,210058F,two_source_disagreement,possible_sale_or_stale_price,,,,6.69,,6.80,0.11,1.64,,single_observation,,single_observation,TapeTech Latch 210058F,,TapeTech LATCH (TAPE-210058F)
tapetech::499023,TapeTech,499023,two_source_disagreement,requires_source_price_review,,,,0.99,1.10,,0.11,11.11,,single_observation,single_observation,,TapeTech 4-40 x 3/16 Flat Head Screw SST 499023,"499023 - Screw, 4-40 x 3/16, Flat Head, SST",
tapetech::680030,TapeTech,680030,two_source_disagreement,possible_sale_or_stale_price,,,,6.39,,6.50,0.11,1.72,,single_observation,,single_observation,"TapeTech 3"" Nail Spotter Insert 680030",,"TapeTech 3"" INSERT (TAPE-680030)"
columbia::ah4,Columbia Tools,AH4,two_source_disagreement,possible_sale_or_stale_price,,,,,3.46,3.56,0.10,2.89,,,single_observation,single_observation,,AH4 - Angle Head Side Blade,"Columbia Side Blade Skid, Stainless Steel (COLM-AH4)"
tapetech::880028,TapeTech,880028,two_source_disagreement,possible_sale_or_stale_price,,,,4.69,,4.79,0.10,2.13,,single_observation,,single_observation,TapeTech Compression Spring 880028,,TapeTech COMPRESSION SPRING (TAPE-880028)
columbia::12fbba,Columbia Tools,12FBBA,two_source_disagreement,small_price_drift_or_rounding,,,,502.99,502.90,,0.09,0.02,,single_observation,single_observation,,"Columbia 12"" Fat Boy Automatic Assist Drywall Flat Box","Columbia 12"" Fat Boy Automatic Assist Drywall Flat Box",
